country_code,administrative_code,name_zh,source_name,name_source
IN,253219,萨赫贝甘,Sahebganj,phonetic_translation
IN,249619,瑟马斯蒂布尔,Samastipur,reference
IN,299178,桑帕恰克,Sampatchak,phonetic_translation
IN,249670,瑟瑟拉姆,Sasaram,reference
IN,299229,沙赫普尔·帕托里,Shahpur Patori,phonetic_translation
IN,249641,谢赫布尔,Sheikhpura,reference
IN,299145,谢奥赫尔,Sheohar,reference
IN,249682,谢尔卡蒂,Sherghati,reference
IN,299164,西姆里·巴克蒂亚普尔,Simri Bakhtiarpur,phonetic_translation
IN,249575,西塔马尔希,Sitamarhi,reference
IN,249608,锡万,Siwan,reference
IN,249615,索尼普尔,Sonepur,phonetic_translation
IN,249629,苏尔唐甘杰,Sultanganj,reference
IN,249584,苏包尔,Supaul,reference
IN,299148,苏里亚加达,Suryagadha,phonetic_translation
IN,299448,塔贾普尔,Tajpur,phonetic_translation
IN,277130,特格哈拉,Teghara,phonetic_translation
IN,249679,泰卡里,Tekari,reference
IN,299128,特里布恩甘杰,Tribeniganj,phonetic_translation
IN,299226,乌达基什冈杰,Udakishunganj,phonetic_translation
IN,249685,瓦里萨利加恩杰,Warisaliganj,reference
IN,276386,昌迪加尔,Chandigarh,reference
IN,253177,阿巴汉普尔,Abhanpur,phonetic_translation
IN,250635,阿希瓦拉,Ahiwara,phonetic_translation
IN,250603,阿卡尔塔拉,Akaltara,reference
IN,250588,安比加布尔,Ambikapur,reference
IN,299657,阿姆勒什瓦尔,Amleshwar,phonetic_translation
IN,250650,阿伦,Arang,reference
IN,250670,巴德巴切利,Bade Bacheli,phonetic_translation
IN,250662,巴格巴哈拉,Bagbahara,phonetic_translation
IN,250579,拜库恩特普尔,Baikunthpur,reference
IN,250642,巴罗特,Balod,reference
IN,250648,巴洛达巴扎尔,Baloda Bazar,reference
IN,253119,巴拉兰普尔,Balrampur,phonetic_translation
IN,301510,班基蒙格拉,Banki Mongra,phonetic_translation
IN,250632,布梅塔拉,Bemetara,reference
IN,250651,巴塔帕拉,Bhatapara,phonetic_translation
IN,250639,比莱,Bhilai,reference
IN,250638,比莱查罗达,Bhilai Charoda,phonetic_translation
IN,253244,比贾布尔,Bijapur,reference
IN,250616,比拉斯布尔,Bilaspur,reference
IN,253179,比尔冈,Birgaon,phonetic_translation
IN,250621,博德里,Bodri,phonetic_translation
IN,250605,坚巴,Champa,reference
IN,250578,奇里米里,Chirimiri,phonetic_translation
IN,250643,达尔利-拉贾拉,Dalli Rajhara,reference
IN,250669,丹特瓦达,Dantewada,phonetic_translation
IN,248062,达姆塔里,Dhamtari,reference
IN,250599,迪普卡,Dipka,phonetic_translation
IN,250628,东格拉加尔,Dongargarh,reference
IN,250640,杜尔格,Durg,reference
IN,253182,加里巴邦德,Gariabandh,phonetic_translation
IN,250610,加乌尔拉,Gaurella,phonetic_translation
IN,250649,戈布拉诺瓦帕拉,Gobra Nawapara,phonetic_translation
IN,250665,贾格达尔普尔,Jagdalpur,reference
IN,250636,贾穆尔,Jamul,reference
IN,250590,贾斯赫普尔纳加尔,Jashpur Nagar,reference
IN,250663,卡恩凯尔,Kanker,reference
IN,250597,卡特戈拉,Katghora,reference
IN,250623,卡瓦尔达,Kawardha,reference
IN,262094,凯拉加尔,Khairagarh Municipality,reference
IN,250595,卡尔夏,Kharsia,reference
IN,250671,基兰杜尔,Kirandul,reference
IN,250664,科恩达加奥恩,Kondagaon,reference
IN,250598,科尔巴,Korba,reference
IN,250637,库姆哈里,Kumhari,phonetic_translation
IN,248061,库鲁德,Kurud,reference
IN,250611,洛尔米,Lormi,reference
IN,250661,马哈萨穆恩德,Mahasamund,reference
IN,300355,曼迪尔哈索德,Mandir Hasod,phonetic_translation
IN,250580,曼恩德拉加尔,Manendragarh,phonetic_translation
IN,250614,蒙格埃利,Mungeli,reference
IN,250602,奈尔亚詹吉尔,Naila Janjgir,phonetic_translation
IN,248064,纳拉扬普尔,Narayanpur,phonetic_translation
IN,250624,潘达里亚,Pandariya,reference
IN,250591,帕塔尔加奥恩,Pathalgaon,reference
IN,250609,佩恩德拉,Pendra,reference
IN,250594,赖格尔,Raigarh,reference
IN,250653,赖布尔,Raipur,reference
IN,250629,拉杰纳恩德加奥恩,Rajnandgaon,reference
IN,250583,拉马努杰加恩杰,Ramanujganj,reference
IN,250612,拉坦普尔,Ratanpur,reference
IN,296874,实赖里,Risali,phonetic_translation
IN,250606,萨克蒂,Sakti,reference
IN,250659,萨拉伊普尔,Saraipali,phonetic_translation
IN,250596,萨伦格尔,Sarangarh,reference
IN,259685,锡夫普尔查查,Shivpur Charcha,phonetic_translation
IN,250644,西姆加,Simga,reference
IN,253216,苏玛,Sukma,phonetic_translation
IN,250585,苏拉杰普尔,Surajpur,reference
IN,250615,塔卡特普尔,Takhatpur,reference
IN,250657,蒂拉新拉,Tilda Newra,phonetic_translation
IN,MCD,德里,Delhi,reference
IN,276447,新德里,New Delhi Municipal Council,reference
IN,252075,比乔利姆,Bicholim,reference
IN,252100,卡那孔卡,Canacona,phonetic_translation
IN,252071,潘杰,City Corporation Panaji,phonetic_translation
IN,252095,丘恩乔利姆,Cuncolim,reference
IN,252096,库尔查罗,Curchorem Cacora,phonetic_translation
IN,252061,马普萨,Mapusa,reference
IN,252087,马高,Margao,reference
IN,252084,莫尔穆加奥,Mormugao,reference
IN,252057,佩尔内姆,Pernem,reference
IN,252082,波恩达,Ponda,reference
IN,252097,库埃佩姆,Quepem,reference
IN,252099,桑古庵姆,Sanguem,reference
IN,252077,桑库埃利姆,Sankhali,reference
IN,252079,瓦尔波伊,Valpoi,reference
IN,251096,艾哈迈达巴德,Ahmadabad,reference
IN,253223,阿摩德,Amod,reference
IN,251157,阿姆雷利,Amreli,reference
IN,251174,阿嫩德,Anand,reference
IN,251046,安尼雅,Anjar,reference
IN,251182,安克劳瓦,Anklav,phonetic_translation
IN,251225,安格莱什沃尔,Anklesvar,reference
IN,253147,巴布拉,Babra,reference
IN,251158,巴加萨拉,Bagasara,reference
IN,251184,巴拉西诺尔,Balasinor,reference
IN,251143,巴恩特瓦,Bantwa,reference
IN,251243,巴尔多利,Bardoli,reference
IN,277165,巴杰拉,Bareja,phonetic_translation
IN,253241,巴鲁拉,Barwala,phonetic_translation
IN,251109,巴夫拉,Bavla,phonetic_translation
IN,253127,贝亚德,Bayad,phonetic_translation
IN,305191,贝查尔-贝查拉吉,Bechar-Becharaji,phonetic_translation
IN,253103,布巴尔,Bhabhar,phonetic_translation
IN,251045,巴超,Bhachau,reference
IN,251136,班瓦特,Bhanvad,reference
IN,251222,珀鲁杰,Bharuch,reference
IN,251165,巴夫那加尔,Bhavnagar,reference
IN,251123,巴耶瓦达尔,Bhayavadar,reference
IN,251047,普杰,Bhuj,reference
IN,251251,比利莫拉,Bilimora,reference
IN,305192,博德利,Bodeli,phonetic_translation
IN,251172,博拉维,Boriavi,phonetic_translation
IN,251180,博尔萨德,Borsad,reference
IN,251163,博达德,Botad,reference
IN,251188,恰克拉西,Chaklasi,reference
IN,251159,恰拉拉,Chalala,reference
IN,251062,恰纳斯马,Chanasma,reference
IN,251211,乔特乌代布尔,Chhota-Udepur,reference
IN,251151,乔尔瓦德,Chorvad,phonetic_translation
IN,253137,楚缇拉,Chotila,reference
IN,251213,达布霍伊,Dabhoi,phonetic_translation
IN,251199,达霍德,Dahod,reference
IN,251190,达戈尔,Dakor,reference
IN,251156,达姆纳加尔,Damnagar,reference
IN,251057,德埃萨,Deesa,reference
IN,251088,德黑加姆,Dehgam,reference
IN,251200,德沃加德巴里亚,Devgadbaria,reference
IN,251110,达恩杜卡,Dhandhuka,reference
IN,251053,达内拉,Dhanera,reference
IN,251261,特伦布尔,Dharampur,reference
IN,302660,达里,Dhari,reference
IN,251108,多尔卡,Dholka,reference
IN,251125,多拉吉,Dhoraji,reference
IN,251112,德让嘎德拉,Dhrangadhra,reference
IN,251134,德罗,Dhrol,reference
IN,251129,德瓦尔卡,Dwarka,reference
IN,251164,加达达,Gadhada,reference
IN,251249,甘德维,Gandevi,reference
IN,251050,甘地哈德姆,Gandhidham,reference
IN,276440,甘地讷格尔,Gandhinagar,reference
IN,251167,嘎利亚达尔,Gariadhar,reference
IN,251193,戈德拉,Godhra,phonetic_translation
IN,251122,甘道,Gondal,reference
IN,251196,哈洛尔,Halol,reference
IN,251111,哈尔瓦德,Halvad,reference
IN,251061,哈里杰,Harij,reference
IN,251074,希默德讷格尔,Himatnagar,reference
IN,251072,伊达尔,Idar,reference
IN,251161,贾弗拉巴德,Jafrabad,phonetic_translation
IN,251219,金布瑟尔,Jambusar,reference
IN,251137,贾姆乔德普尔,Jamjodhpur,phonetic_translation
IN,251133,贾姆讷格尔,Jamnagar,reference
IN,251121,嘉斯丹,Jasdan,reference
IN,251126,杰德布尔,Jetpur Navagadh,reference
IN,251197,嘉洛德,Jhalod,reference
IN,251147,朱纳格特,Junagadh,reference
IN,251194,卡奥洛尔,Kaalol,phonetic_translation
IN,251070,卡迪,Kadi,reference
IN,276024,卡多达拉,Kadodara,phonetic_translation
IN,251135,卡拉瓦德,Kalavad,reference
IN,251081,加洛尔,Kalol,reference
IN,253226,卡纳贾里,Kanajari,phonetic_translation
IN,251183,卡帕德瓦恩杰,Kapadvanj,reference
IN,251215,卡尔詹,Karjan,reference
IN,253225,卡特拉尔,Kathlal,phonetic_translation
IN,251149,盖绍德,Keshod,reference
IN,251131,肯帕利亚,Khambhalia,reference
IN,251179,坎姆巴特,Khambhat,reference
IN,251186,科达市,Kheda,reference
IN,251071,科德布拉马,Khedbrahma,reference
IN,251063,凯拉卢,Kheralu,reference
IN,251153,科迪纳尔,Kodinar,reference
IN,251142,库蒂耶纳,Kutiyana,reference
IN,251155,拉蒂,Lathi,reference
IN,251117,林姆迪,Limbdi,reference
IN,251192,卢纳瓦达,Lunawada,reference
IN,251068,默黑萨纳,Mahesana,reference
IN,251189,马胡达,Mahudha,reference
IN,251170,马胡瓦,Mahuva,reference
IN,253135,马利亚米亚纳,Maliya Miyana,phonetic_translation
IN,251144,曼纳瓦达尔,Manavadar,reference
IN,251048,曼迪维,Mandvi,phonetic_translation
IN,277169,曼迪维卡奇赫,Mandvi Kachchh,phonetic_translation
IN,251150,芒格罗尔,Mangrol,reference
IN,251082,曼萨,Mansa,reference
IN,251185,马赫姆达瓦德,Mehmedabad,reference
IN,251077,莫达萨,Modasa,reference
IN,251118,莫尔比,Morbi,reference
IN,297099,穆恩德拉,Mundra-Baroi,reference
IN,251187,讷迪亚德,Nadiad,reference
IN,301161,纳赫特拉纳,Nakhatrana,phonetic_translation
IN,251245,纳夫萨里-维贾尔波尔,Navsari-Vijalpor,phonetic_translation
IN,251173,奥德,Ode,phonetic_translation
IN,251127,奥卡,Okha,reference
IN,251214,巴德拉,Padra,reference
IN,251055,巴伦布尔,Palanpur,reference
IN,251168,巴利塔纳,Palitana,reference
IN,251262,帕尔迪,Pardi,reference
IN,251060,帕坦,Patan,reference
IN,253138,帕特迪,Patdi,phonetic_translation
IN,251178,佩特拉德,Petlad,reference
IN,251138,坡尔班达尔,Porbandar,reference
IN,251075,普拉恩蒂杰,Prantij,reference
IN,251058,拉滕布尔,Radhanpur,reference
IN,251120,拉杰果德,Rajkot,reference
IN,251216,拉吉普拉,Rajpipla,phonetic_translation
IN,251162,拉久拉,Rajula,reference
IN,251141,拉纳瓦沃,Ranavav,reference
IN,251044,拉帕尔,Rapar,reference
IN,253143,拉夫尔,Raval,phonetic_translation
IN,251130,萨拉耶,Salaya,reference
IN,251090,萨纳恩德,Sanand,reference
IN,251191,桑特马普尔,Santrampur,phonetic_translation
IN,251160,萨瓦尔坎德拉,Savarkundla,phonetic_translation
IN,253247,萨夫里,Savli,reference
IN,248076,沙赫拉,Shahera,phonetic_translation
IN,251059,西德普尔,Sidhpur,reference
IN,251166,西霍尔,Sihor,reference
IN,251132,西克卡,Sikka,reference
IN,253230,索吉特拉,Sojitra,phonetic_translation
IN,251230,松格特,Songadh,reference
IN,251231,苏拉特,Surat,reference
IN,251114,瓦德万,Surendranagar,reference
IN,277171,苏特拉帕达,Sutrapada,phonetic_translation
IN,251169,塔拉嘉,Talaja,reference
IN,277170,塔拉拉,Talala,phonetic_translation
IN,251076,塔洛德,Talod,phonetic_translation
IN,302662,坦克拉,Tankara,phonetic_translation
IN,305197,塔拉帕尔,Tarapur,phonetic_translation
IN,276026,塔尔萨迪,Tarsadi,phonetic_translation
IN,251116,唐格阿德,Thangadh,reference
IN,253164,塔拉,Thara,phonetic_translation
IN,251052,塔拉德,Tharad,phonetic_translation
IN,253224,塔斯拉,Thasra,phonetic_translation
IN,251269,乌马尔加姆,Ummargam,phonetic_translation
IN,251171,乌姆雷特,Umreth,reference
IN,251154,乌纳,Una,reference
IN,251064,乌恩贾,Unjha,reference
IN,251124,乌普莱塔,Upleta,reference
IN,253128,瓦达利,Vadali,phonetic_translation
IN,251066,沃德讷格尔,Vadnagar,reference
IN,251209,瓦多达拉,Vadodara,reference
IN,305196,瓦戈迪亚,Vaghodiya,reference
IN,253126,伐腊毗,Vallabhipur,reference
IN,251254,沃尔萨德,Valsad,reference
IN,251145,万塔利,Vanthali,phonetic_translation
IN,251264,瓦皮,Vapi,phonetic_translation
IN,251152,韦拉沃尔,Veraval,reference
IN,251067,维贾普尔,Vijapur,reference
IN,251089,维拉姆加姆,Viramgam,reference
IN,251148,维萨瓦达尔,Visavadar,reference
IN,251065,维斯纳加尔,Visnagar,reference
IN,251244,维亚拉,Vyara,reference
IN,251119,万卡讷尔,Wankaner,reference
IN,248491,安巴拉,Ambala,reference
IN,248519,阿斯萨恩德,Assandh,reference
IN,248565,阿泰利,Ateli,reference
IN,272866,巴拉拉,Barara,phonetic_translation
IN,248545,巴尔瓦拉,Barwala,reference
IN,248571,巴瓦尔,Bawal,reference
IN,248549,巴瓦尼赫拉,Bawani Khera,phonetic_translation
IN,248558,贝里,Beri,phonetic_translation
IN,262120,邦纳,Bhuna,phonetic_translation
IN,248510,切卡,Cheeka,phonetic_translation
IN,248568,达鲁赫拉,Dharuhera,reference
IN,248543,埃尔莱纳巴德,Ellenabad,reference
IN,248585,法里达巴德,Faridabad,reference
IN,248574,法尔鲁克纳加尔,Farrukhnagar,reference
IN,248582,费罗泽普尔吉尔卡,Ferozepur Jhirka,reference
IN,248528,加瑙尔,Ganaur,reference
IN,248520,加劳恩达,Gharaunda,reference
IN,248576,古尔冈,Gurugram,reference
IN,248587,哈,Hathin,phonetic_translation
IN,248546,希萨尔,Hisar,reference
IN,248516,伊恩德里,Indri,reference
IN,289253,伊萨马巴德,Ismailabad,phonetic_translation
IN,276399,贾卡尔马恩迪,Jakhal Mandi,reference
IN,248534,久拉纳,Julana,reference
IN,248556,卡拉瑙尔,Kalanaur,reference
IN,248540,卡拉恩瓦利,Kalanwali,reference
IN,248512,卡拉耶特,Kalayat,reference
IN,248563,卡尼纳,Kanina,reference
IN,248517,卡尔纳尔,Karnal,reference
IN,248530,赫尔科达,Kharkhoda,phonetic_translation
IN,289251,昆德利,Kundli,phonetic_translation
IN,248509,拉德瓦,Ladwa,reference
IN,248553,洛哈鲁,Loharu,reference
IN,248564,马赫恩德拉加尔,Mahendragarh,reference
IN,297117,曼萨尔,Manesar,phonetic_translation
IN,248555,梅罕,Meham,phonetic_translation
IN,259688,南甘查里,Nangal Chaudhary,phonetic_translation
IN,248490,纳朗格阿尔,Naraingarh,reference
IN,248547,纳尔瑙恩德,Narnaund,reference
IN,248514,尼洛凯里,Nilokheri,reference
IN,253296,尼辛,Nissing,phonetic_translation
IN,248489,班杰库拉市,Panchkula,reference
IN,248521,帕尼帕特,Panipat,reference
IN,248507,佩霍瓦,Pehowa,reference
IN,248583,普纳哈纳,Punahana,reference
IN,248513,普恩德里,Pundri,reference
IN,274458,拉道尔,Radaur,reference
IN,262119,拉贾万德,Rajound,phonetic_translation
IN,248542,拉尼亚,Rania,reference
IN,248536,拉蒂亚,Ratia,reference
IN,248557,罗赫塔克,Rohtak,reference
IN,289254,萨多哈拉,Sadhaura,phonetic_translation
IN,248535,萨菲东,Safidon,reference
IN,253298,桑普拉,Sampla,phonetic_translation
IN,248506,沙赫巴德,Shahbad,reference
IN,299095,西瓦,Siwan,phonetic_translation
IN,248552,斯万尼,Siwani,reference
IN,248529,索尼帕特,Sonipat,reference
IN,248580,塔奥鲁,Taoru,reference
IN,248515,塔拉奥里,Taraori,phonetic_translation
IN,248532,乌恰纳,Uchana,reference
IN,248544,乌克拉纳马恩迪,Uklanamandi,reference
IN,248500,亚穆纳讷格尔,Yamunanagar,reference
IN,248242,巴迪,Baddi,phonetic_translation
IN,248239,比拉斯布尔,Bilaspur,reference
IN,248046,恰姆巴,Chamba,reference
IN,248044,达尔霍乌西耶,Dalhousie,reference
IN,276626,德里哈,Dehra,phonetic_translation
IN,248211,达兰萨拉,Dharamshala,reference
IN,248236,古马尔温,Ghumarwin,reference
IN,248229,赫米尔布尔,Hamirpur,reference
IN,248216,贾瓦拉穆基,Jawalamukhi,reference
IN,248222,乔吉恩达尔纳加尔,Jogindarnagar,reference
IN,248213,康加拉,Kangra,phonetic_translation
IN,248219,古卢,Kullu,reference
IN,248218,马纳利,Manali,reference
IN,248225,马恩迪,Mandi,reference
IN,248234,梅哈特普·巴斯德里哈,Mehatpur Basdehra,phonetic_translation
IN,248214,纳格罗塔·巴古万,Nagrota Bagwan,phonetic_translation
IN,248043,纳亨,Nahan,reference
IN,248238,娜娜·黛维,Naina Devi,phonetic_translation
IN,248241,纳拉加尔,Nalagarh,reference
IN,274794,聂乔克,Nerchowk,phonetic_translation
IN,248210,努尔布尔,Nurpur,reference
IN,248217,帕拉姆普尔,Palampur,reference
IN,248045,帕奥恩塔萨希布,Paonta Sahib,reference
IN,248243,帕尔瓦诺奥,Parwanoo,reference
IN,248245,兰普尔,Rampur,phonetic_translation
IN,248253,罗赫鲁,Rohru,reference
IN,248235,萨恩托克加尔,Santokhgarh,reference
IN,248223,萨尔卡加特,Sarkaghat,reference
IN,248248,西姆拉,Shimla,reference
IN,248244,索兰,Solan,reference
IN,248224,荪达尔纳嘎尔,Sundernagar,reference
IN,248249,泰奥格,Theog,reference
IN,248227,蒂拉苏贾恩普尔,Tira Sujanpur,reference
IN,248233,乌纳,Una,phonetic_translation
IN,248194,查谟,Jammu Municipal Corporation,reference
IN,248172,阿查巴尔,Municipal Committee Achabal,phonetic_translation
IN,248192,阿克诺尔,Municipal Committee Akhnoor,phonetic_translation
IN,248198,阿尔尼亚,Municipal Committee Arnia,reference
IN,296990,阿什穆格姆,Municipal Committee Ashmuqam,phonetic_translation
IN,248165,阿瓦恩蒂波拉,Municipal Committee Awantipora,reference
IN,248036,巴尼哈尔,Municipal Committee Banihal,reference
IN,248199,巴里布拉曼纳,Municipal Committee Bari Brahmana,phonetic_translation
IN,276585,巴索利,Municipal Committee Basohli,phonetic_translation
IN,248039,巴托泰,Municipal Committee Batote,reference
IN,248158,比尔瓦尔,Municipal Committee Beerwah,phonetic_translation
IN,248040,巴德尔瓦,Municipal Committee Bhaderwah,reference
IN,248169,比杰贝哈拉,Municipal Committee Bijbehara,reference
IN,248204,比拉瓦尔,Municipal Committee Billawar,phonetic_translation
IN,248197,比斯赫纳,Municipal Committee Bishnah,reference
IN,253136,查多拉,Municipal Committee Chadoora,phonetic_translation
IN,276588,切纳尼,Municipal Committee Chenani,phonetic_translation
IN,248161,恰拉里斯哈里耶夫,Municipal Committee Chrari Sharief,reference
IN,296987,德瓦斯,Municipal Committee Devsar,phonetic_translation
IN,248176,杜鲁韦林纳格,Municipal Committee Dooru Verinag,phonetic_translation
IN,296989,弗萨尔,Municipal Committee Frisal,phonetic_translation
IN,248195,古姆纳哈桑,Municipal Committee Ghou-Manhasan,phonetic_translation
IN,248154,古尔马格-唐马格,Municipal Committee Gulmarg Tangmarg,phonetic_translation
IN,248147,哈金,Municipal Committee Hajin,phonetic_translation
IN,248035,汉德瓦拉,Municipal Committee Handwara,reference
IN,276594,希拉纳加尔,Municipal Committee Hiranagar,reference
IN,248191,乔尔延,Municipal Committee Jourian,phonetic_translation
IN,296984,卡拉科特,Municipal Committee Kalakote,phonetic_translation
IN,276591,格德拉 (查谟-克什米尔邦),Municipal Committee Katra,reference
IN,248160,汗沙伊布,Municipal Committee Khansahib,phonetic_translation
IN,248193,科乌尔,Municipal Committee Khour,reference
IN,248163,克雷夫,Municipal Committee Khrew,phonetic_translation
IN,248173,科克纳格,Municipal Committee Kokernag,phonetic_translation
IN,248153,库尔泽尔,Municipal Committee Kunzer,phonetic_translation
IN,276584,拉克汉普尔,Municipal Committee Lakhanpur,phonetic_translation
IN,248139,朗加特,Municipal Committee Langate,phonetic_translation
IN,248157,马甘,Municipal Committee Magam,phonetic_translation
IN,248170,马塔恩,Municipal Committee Mattan,phonetic_translation
IN,276593,诺什拉,Municipal Committee Nowshera,phonetic_translation
IN,248168,伯赫尔加姆,Municipal Committee Pahalgam,reference
IN,248162,帕姆尔,Municipal Committee Pampore,phonetic_translation
IN,276586,帕罗勒,Municipal Committee Parole,phonetic_translation
IN,248150,帕特坦,Municipal Committee Pattan,reference
IN,248175,卡齐古恩德,Municipal Committee Qazigund,reference
IN,248196,普拉,Municipal Committee R S Pura,phonetic_translation
IN,248203,拉马格哈,Municipal Committee Ramgarh,phonetic_translation
IN,276589,拉姆纳格尔,Municipal Committee Ramnagar,phonetic_translation
IN,296991,塞耳哈姆丹,Municipal Committee Seer Hamdan,phonetic_translation
IN,248148,苏姆巴尔,Municipal Committee Sumbal,reference
IN,248190,桑德巴尼,Municipal Committee Sunderbani,phonetic_translation
IN,253142,苏兰科特,Municipal Committee Surankote,phonetic_translation
IN,248187,塔纳曼迪,Municipal Committee Thanamandi,reference
IN,254926,塔斯里,Municipal Committee Thathri,phonetic_translation
IN,248164,特拉尔,Municipal Committee Tral,reference
IN,248152,乌烈,Municipal Committee Uri,reference
IN,248201,维贾,Municipal Committee Vijaypur,phonetic_translation
IN,296985,瓦特加姆,Municipal Committee Watergam,phonetic_translation
IN,296988,亚里波拉,Municipal Committee Yaripora,phonetic_translation
IN,248156,斯利那加,Srinagar Municipal Corporation,reference
IN,253166,阿迪塔普尔,Adityapur,phonetic_translation
IN,253231,比什拉姆普尔,Bishrampur,phonetic_translation
IN,250430,柴巴萨,Chaibasa,reference
IN,250416,查克拉达普尔,Chakradharpur,reference
IN,248056,恰斯,Chas,reference
IN,248129,查特拉,Chatra,reference
IN,248055,奇尔昆达,Chirkunda,phonetic_translation
IN,248049,德奥加尔,Deoghar,reference
IN,250378,丹巴德,Dhanbad,reference
IN,248054,杜姆卡,Dumka,reference
IN,248128,加尔各瓦,Garhwa,phonetic_translation
IN,250349,吉里迪,Giridih Municipal Corporation,phonetic_translation
IN,248051,戈达,Godda,reference
IN,248057,古姆拉,Gumla,reference
IN,300371,哈里哈贾恩,Hariharganj Municipal Corporation,phonetic_translation
IN,248130,哈扎里巴格,Hazaribag,reference
IN,248132,久姆里蒂莱耶,Jhumri Telaiya,reference
IN,250435,久格萨莱,Jugsalai,reference
IN,276352,卡帕利,Kapali,phonetic_translation
IN,248137,罗哈尔达嘎,Lohardaga,reference
IN,248050,马杜普尔,Madhupur,phonetic_translation
IN,250433,芒格洛尔,Mango,phonetic_translation
IN,250324,梅纳加尔-达尔东加尼,Medininagar (Daltonganj) Municipal Corporation,phonetic_translation
IN,248135,米希贾姆,Mihijam,phonetic_translation
IN,248133,帕考尔,Pakur,reference
IN,248136,普斯罗,Phusro,phonetic_translation
IN,274814,兰伽,Ramgarh Nagar Parishad,reference
IN,250413,兰契,Ranchi,reference
IN,248052,萨希布加恩杰,Sahibganj,reference
IN,248138,西姆德加,Simdega,reference
IN,252010,阿尔西凯雷,Arsikere,reference
IN,251839,巴嘎科特,Bagalkot,reference
IN,251827,拜尔洪格阿尔,Bail Hongal,reference
IN,251927,贝拉里,Ballari,reference
IN,299416,邦格阿拉佩特,Bangarpete,reference
IN,251864,巴萨瓦卡尔延,Basavakalyan,reference
IN,251824,贝尔高姆,Belagavi,reference
IN,305851,班加罗尔中央-加巴,Bengaluru Central City Corporation(Gba),phonetic_translation
IN,305850,班加罗尔东,Bengaluru East City Corporation,phonetic_translation
IN,305853,班加罗尔北,Bengaluru North City Corporation (Gba),phonetic_translation
IN,305852,班加罗尔南,Bengaluru South City Corporation (Gba),phonetic_translation
IN,305854,班加罗尔西,Bengaluru West City Corporation (Gba),phonetic_translation
IN,251952,巴德拉瓦蒂,Bhadravati,reference
IN,251911,巴特卡尔,Bhatkal,reference
IN,251867,比达,Bidar,reference
IN,251933,查拉克尔,Challakere,phonetic_translation
IN,252054,查马拉贾讷格尔,Chamarajanagar,reference
IN,253185,查塔纳,Channapatna,phonetic_translation
IN,251979,奇克巴尔拉普尔,Chik Ballapur,reference
IN,251965,奇库马嘎鲁尔,Chikkamagaluru,reference
IN,251983,钦塔曼尼,Chintamani,reference
IN,251934,奇特拉杜尔嘎,Chitradurga,reference
IN,251899,丹德利,Dandeli,reference
IN,251941,达凡基尔,Davanagere,reference
IN,251992,多德巴尔拉普尔,Dod Ballapur,reference
IN,251888,嘎达格贝塔基里,Gadag-Betigeri,reference
IN,251881,根加沃蒂,Gangawati,reference
IN,251978,高丽比丹努尔,Gauribidanur,reference
IN,251818,戈卡克,Gokak,reference
IN,251939,哈拉帕纳利,Harapanahalli,phonetic_translation
IN,251938,哈里哈尔,Harihar,reference
IN,252012,哈桑,Hassan,reference
IN,251916,哈韦里,Haveri,reference
IN,276463,赫布巴戈迪,Hebbugodi,reference
IN,251937,希里优,Hiriyur,phonetic_translation
IN,299335,胡塔加利,Hootagalli,phonetic_translation
IN,251995,霍斯科泰,Hosakote,reference
IN,251922,贺斯佩特,Hosapete,reference
IN,251893,达瓦德,Hubballi-Dharwad,phonetic_translation
IN,252043,胡努苏,Hunsur,phonetic_translation
IN,251841,伊尔卡尔,Ilkal,reference
IN,251843,伊恩迪,Indi,reference
IN,251832,嘉玛坎迪,Jamkhandi,reference
IN,248127,卡拉布拉吉,Kalaburagi City Corporation,phonetic_translation
IN,253188,卡纳卡普拉,Kanakpura,reference
IN,251900,卡尔瓦尔,Karwar,reference
IN,251985,科拉尔,Kolar,reference
IN,252056,科尔莱加尔,Kollegal,reference
IN,251882,戈伯尔,Koppal,reference
IN,296975,马丹亚卡纳哈利,Madanayakanahalli,phonetic_translation
IN,252006,玛杜尔,Maddur,reference
IN,252037,玛迪克里,Madikeri,reference
IN,251986,玛鲁尔,Malur,reference
IN,252005,门迪亚,Mandya,reference
IN,252021,门格洛尔,Mangaluru,reference
IN,251835,穆多,Mudhol,reference
IN,251989,穆尔巴加尔,Mulbagal,reference
IN,252045,迈索尔,Mysuru,reference
IN,252050,纳恩姜格乌德,Nanjangud,reference
IN,251990,内尔芒格阿拉,Nelamangala,reference
IN,251809,尼帕尼,Nipani,phonetic_translation
IN,252035,普特,Puttur,phonetic_translation
IN,251833,拉布卡维-班哈蒂,Rabkavi-Banhatti,phonetic_translation
IN,251876,赖久尔,Raichur,reference
IN,253186,拉曼纳加拉,Ramanagara,phonetic_translation
IN,251919,拉尼贝恩努尔,Ranibennur,reference
IN,251988,罗贝尔特索恩佩特,Robertson Pet,reference
IN,251945,萨格尔,Sagar,phonetic_translation
IN,251828,绍恩达特蒂-耶尔拉姆马,Saundatti-Yellamma,reference
IN,251855,沙哈巴德,Shahabad,reference
IN,251861,沙赫布尔,Shahpur,reference
IN,251951,诗法摩嘎,Shivamogga,reference
IN,251982,西德拉加特塔,Sidlaghatta,reference
IN,251878,西恩德努尔,Sindhnur,reference
IN,251969,西拉,Sira,phonetic_translation
IN,251905,锡尔西,Sirsi,reference
IN,251925,西鲁古普帕,Siruguppa,reference
